name,artist,album,spotify_id,duration_ms,explicit,uri,primary_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
How Did We Get So Dark?,Royal Blood,How Did We Get So Dark?,51txLjbvSBRvtxjCjAFLkM,197933,False,spotify:track:51txLjbvSBRvtxjCjAFLkM,Unknown,0.568,0.871,1,-5.235,1,0.0494,0.00177,0.000406,0.36,0.693,133.064,4
Lights Out,Royal Blood,How Did We Get So Dark?,1060gzllf4b0UETAXisR5l,236426,False,spotify:track:1060gzllf4b0UETAXisR5l,Unknown,0.501,0.824,0,-7.25,1,0.0413,0.000127,0.000311,0.0922,0.57,89.972,4
I Only Lie When I Love You,Royal Blood,How Did We Get So Dark?,1LbwMX3159t6QxG3u7DRWe,169720,False,spotify:track:1LbwMX3159t6QxG3u7DRWe,Unknown,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,4
She's Creeping,Royal Blood,How Did We Get So Dark?,01VXGDL8Ox3SWmvM8ZyvSB,203906,False,spotify:track:01VXGDL8Ox3SWmvM8ZyvSB,Unknown,0.481,0.885,8,-5.041,1,0.0422,0.000963,7.94e-05,0.444,0.631,160.041,4
Look Like You Know,Royal Blood,How Did We Get So Dark?,1ehlWGPn7xUhuwCLNXDDvE,185640,False,spotify:track:1ehlWGPn7xUhuwCLNXDDvE,Unknown,0.54,0.764,1,-4.461,0,0.0547,0.000166,0,0.336,0.581,128.012,4
Where Are You Now?,Royal Blood,How Did We Get So Dark?,1MdH9YQqUCYX5CDHMWAjrR,166800,False,spotify:track:1MdH9YQqUCYX5CDHMWAjrR,Unknown,0.474,0.794,11,-6.352,0,0.0546,5.32e-05,0.00072,0.559,0.338,140.086,4
Don't Tell,Royal Blood,How Did We Get So Dark?,5rG1DBzmguHh93u0HdaWsB,218000,False,spotify:track:5rG1DBzmguHh93u0HdaWsB,Unknown,0.481,0.675,5,-6.407,0,0.0338,0.033,0.000519,0.302,0.542,140.044,4
"Hook, Line & Sinker",Royal Blood,How Did We Get So Dark?,35lBL83KZl80dHivikZKEq,207760,False,spotify:track:35lBL83KZl80dHivikZKEq,Unknown,0.51,0.896,7,-5.217,1,0.0363,0.000614,1.5e-05,0.252,0.492,88.034,4
Hole in Your Heart,Royal Blood,How Did We Get So Dark?,5Q6BEkgHxYuEJmHidFLy9L,226093,False,spotify:track:5Q6BEkgHxYuEJmHidFLy9L,Unknown,0.596,0.811,1,-5.501,0,0.0587,0.00458,1.62e-05,0.0971,0.475,100.032,4
Sleep,Royal Blood,How Did We Get So Dark?,4xwqoPbI4OWbDiAVNg6ob8,257000,False,spotify:track:4xwqoPbI4OWbDiAVNg6ob8,Unknown,0.381,0.895,5,-5.11,1,0.0767,0.000692,7.51e-06,0.122,0.241,154.072,4
Hole,Royal Blood,Little Monster,7q0Mq8Rc5V9KQeKFEbcWAj,271075,False,spotify:track:7q0Mq8Rc5V9KQeKFEbcWAj,Unknown,0.317,0.807,8,-4.945,1,0.0422,0.000551,0.159,0.114,0.316,135.248,4
You Want Me,Royal Blood,Come on Over,4R8ue0f1RXYwlRZDF34hYZ,162341,False,spotify:track:4R8ue0f1RXYwlRZDF34hYZ,Unknown,0.504,0.894,9,-5.972,1,0.0613,0.0042,0.000981,0.313,0.554,131.083,4
Love and Leave It Alone,Royal Blood,Figure It Out,1elTMA0Kav02u84nG7UGAQ,202748,False,spotify:track:1elTMA0Kav02u84nG7UGAQ,Unknown,0.234,0.894,2,-5.132,1,0.059,5.05e-05,0.0483,0.254,0.615,148.937,4
One Trick Pony,Royal Blood,Ten Tonne Skeleton,2cXaaxIeeNwop8pvFrRBos,212550,False,spotify:track:2cXaaxIeeNwop8pvFrRBos,Unknown,0.359,0.799,0,-5.886,1,0.033,0.00127,0.0168,0.0537,0.39,162.088,4
"How Did We Get So Dark? - Live Session from Abbey Road Studios, London, UK",Royal Blood,Spotify Singles,4sPsQFpgU7F8fQDISIhRcr,194875,False,spotify:track:4sPsQFpgU7F8fQDISIhRcr,Unknown,0.515,0.806,10,-7.703,0,0.0404,0.00518,0.00066,0.13,0.701,135.098,4
"My Sharona - Live Session from Abbey Road Studios, London, UK",Royal Blood,Spotify Singles,361ef8N2HYBcKgiU11kkfH,152377,False,spotify:track:361ef8N2HYBcKgiU11kkfH,Unknown,0.48,0.867,9,-6.24,0,0.12,0.0231,0.0169,0.555,0.593,151.074,4
"Come on Over - Live from Spotify Sessions, New York City, NY",Royal Blood,Spotify Sessions,7oNfqX0SdXuvxxUQ32HlWa,220969,False,spotify:track:7oNfqX0SdXuvxxUQ32HlWa,Unknown,0.441,0.926,2,-5.158,1,0.174,0.0456,0.000694,0.909,0.295,106.031,4
"Figure It Out - Live from Spotify Sessions, New York City, NY",Royal Blood,Spotify Sessions,3GlJOwU2a0WKOXW6hW3btB,205211,False,spotify:track:3GlJOwU2a0WKOXW6hW3btB,Unknown,0.56,0.895,9,-4.575,1,0.07,0.0656,0.00399,0.719,0.717,109.308,4
Loose Change - Live from Spotify NYC,Royal Blood,Spotify Sessions,13kurkVPWg9eJQ5QL6LR5f,190006,False,spotify:track:13kurkVPWg9eJQ5QL6LR5f,Unknown,0.393,0.93,6,-5.321,1,0.524,0.0523,0.000131,0.0935,0.487,81.728,4
"Out of the Black - Live from Spotify Sessions, New York City, NY",Royal Blood,Spotify Sessions,78eJNdMRum5h09ojyDJP0e,276942,False,spotify:track:78eJNdMRum5h09ojyDJP0e,Unknown,0.312,0.964,1,-3.989,1,0.149,0.0242,0.00534,0.696,0.488,157.819,4
the ground below (feat. Royal Blood) - Royal Jewels Mix,Run The Jewels,the ground below (feat. Royal Blood) [Royal Jewels Mix],0ZihFuThMaeARjmxTsoNFe,173132,True,spotify:track:0ZihFuThMaeARjmxTsoNFe,Unknown,0.594,0.867,7,-6.637,1,0.2,0.00526,8.43e-06,0.293,0.531,90.062,4
Angel,Jimi Hendrix,Angel,0QenQiXnBs7s9fBWGluD17,263947,False,spotify:track:0QenQiXnBs7s9fBWGluD17,Unknown,0.329,0.705,8,-8.559,1,0.0801,0.181,0.0125,0.265,0.241,133.276,4
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,2aoo2jlRnM3A0NyLQqMN2f,240800,False,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,Unknown,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,4
Purple Haze,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,4BYGxv4rxSNcTgT3DsFB9o,171426,False,spotify:track:4BYGxv4rxSNcTgT3DsFB9o,Unknown,0.529,0.898,2,-5.249,1,0.0786,0.00627,0.728,0.0668,0.434,108.599,4
Fire,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,5RFUZa26V6iaY7bFrJp6EV,163653,False,spotify:track:5RFUZa26V6iaY7bFrJp6EV,Unknown,0.476,0.942,9,-5.185,1,0.111,0.00189,0.0331,0.346,0.567,153.475,4
Hey Joe,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,3VMMmMR4IYL28n7oKHyUoD,209813,False,spotify:track:3VMMmMR4IYL28n7oKHyUoD,Unknown,0.349,0.757,9,-5.659,1,0.0359,0.00351,0.329,0.0332,0.569,166.717,4
Mannish Boy,Jimi Hendrix,Both Sides of the Sky,0hnlRgTh80b1emNnM0jmwt,301520,False,spotify:track:0hnlRgTh80b1emNnM0jmwt,Unknown,0.568,0.898,8,-8.833,0,0.0862,0.0285,0.0787,0.484,0.833,110.824,4
Third Stone From The Sun,Jimi Hendrix,Are You Experienced,34jAhU99TNRvYwwOEoINl3,404266,False,spotify:track:34jAhU99TNRvYwwOEoINl3,Unknown,0.307,0.756,11,-8.119,0,0.0493,0.0209,0.758,0.353,0.417,114.843,4
Little Wing,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,1xk0nRNpACW4gWbX713Oig,145560,False,spotify:track:1xk0nRNpACW4gWbX713Oig,Unknown,0.473,0.534,6,-7.055,1,0.0498,0.134,0.00326,0.0521,0.392,143.014,4
Gypsy Eyes,Jimi Hendrix,Electric Ladyland,1DfWmv1eJU1a9tuGpqKGFP,223680,False,spotify:track:1DfWmv1eJU1a9tuGpqKGFP,Unknown,0.599,0.622,6,-7.019,1,0.128,0.222,0,0.536,0.907,117.574,4
"Foxey Lady - Live In Maui, 1970",Jimi Hendrix,"Foxey Lady (Live In Maui, 1970)",0sFgAAOs7J3avTNxlkg5VV,280266,False,spotify:track:0sFgAAOs7J3avTNxlkg5VV,Unknown,0.319,0.858,10,-9.913,0,0.0839,0.00381,0.232,0.664,0.471,106.231,4
"Still Raining, Still Dreaming",Jimi Hendrix,Electric Ladyland,0xKcrFF5ed7U4EPdG6vE4f,265586,False,spotify:track:0xKcrFF5ed7U4EPdG6vE4f,Unknown,0.364,0.865,2,-7.328,1,0.114,0.247,0.0209,0.0936,0.554,111.15,4
Room Full of Mirrors,Jimi Hendrix,Rainbow Bridge,7uQcSTXM4q7tGzguGVeLtX,215133,False,spotify:track:7uQcSTXM4q7tGzguGVeLtX,Unknown,0.418,0.741,2,-12.746,1,0.0864,0.0204,0.0319,0.261,0.514,132.065,4
Crosstown Traffic,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,7oVqbYLuql1XFKTpQQKn5s,139266,False,spotify:track:7oVqbYLuql1XFKTpQQKn5s,Unknown,0.482,0.96,0,-5.269,0,0.126,0.254,2.43e-06,0.294,0.544,113.263,4
Stone Free,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,5ShhC7x0OrdDojjTLNYgwB,215426,False,spotify:track:5ShhC7x0OrdDojjTLNYgwB,Unknown,0.54,0.83,2,-5.676,1,0.0605,0.014,0.000121,0.221,0.832,133.752,4
"Voodoo Child (Slight Return) - Live In Maui, 1970",Jimi Hendrix,"Voodoo Child (Slight Return) [Live In Maui, 1970]",5J5rQmThiCCCtzRYpuAG9d,432760,False,spotify:track:5J5rQmThiCCCtzRYpuAG9d,Unknown,0.341,0.814,1,-10.19,1,0.0827,0.000366,0.807,0.128,0.695,110.716,4
Bold as Love,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,0dctFolLOGtoeTN2uzD3qV,251933,False,spotify:track:0dctFolLOGtoeTN2uzD3qV,Unknown,0.366,0.702,1,-6.942,1,0.0633,0.00947,0.000196,0.0887,0.596,143.826,4
Dolly Dagger,Jimi Hendrix,Rainbow Bridge,2AKcU2vk8MJrmXdRM9jwBU,284333,False,spotify:track:2AKcU2vk8MJrmXdRM9jwBU,Unknown,0.517,0.703,8,-11.767,1,0.0709,0.0762,3.22e-05,0.141,0.811,121.14,4
Manic Depression,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,6Q0k5yV4eDcw9RlNCpgIEw,222066,False,spotify:track:6Q0k5yV4eDcw9RlNCpgIEw,Unknown,0.339,0.97,1,-5.03,1,0.136,0.0135,0.111,0.154,0.753,149.392,3
Ezy Ryder,Jimi Hendrix,The Cry of Love,11t59LqOhOEG40yqALXZon,249920,False,spotify:track:11t59LqOhOEG40yqALXZon,Unknown,0.46,0.72,1,-11.263,1,0.0525,0.242,0.00831,0.528,0.59,123.548,4
Love or Confusion - BBC Sessions,Jimi Hendrix,BBC Sessions,6b2lxeLa8rNPpROH9bVLRo,173706,False,spotify:track:6b2lxeLa8rNPpROH9bVLRo,Unknown,0.365,0.848,2,-8.122,1,0.0624,0.276,1.33e-06,0.0911,0.59,108.549,4
Red House,Jimi Hendrix,Are You Experienced,3XxBSvDZKH5YvZZjTpn6eR,230360,False,spotify:track:3XxBSvDZKH5YvZZjTpn6eR,Unknown,0.277,0.479,5,-8.483,0,0.0495,0.585,0.0224,0.16,0.483,53.905,4
Voodoo Child (Slight Return),Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,6d3I7THB2bONUkxOo1DvmZ,312426,False,spotify:track:6d3I7THB2bONUkxOo1DvmZ,Unknown,0.356,0.905,8,-6.652,1,0.309,0.502,0.0137,0.0561,0.438,87.57,4
Night Bird Flying,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,3Ast3eOba9HfZqTgHzqZMf,230626,False,spotify:track:3Ast3eOba9HfZqTgHzqZMf,Unknown,0.352,0.887,8,-4.507,1,0.0338,0.125,0.506,0.665,0.77,106.359,4
Freedom,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,494aMHJOpaMyyxaqcmbjLi,205986,False,spotify:track:494aMHJOpaMyyxaqcmbjLi,Unknown,0.518,0.9,5,-5.249,0,0.0481,0.0208,0.00454,0.136,0.707,112.217,4
Somewhere,Jimi Hendrix,"People, Hell & Angels",64ICrhXuANvFTmJutuZJ1k,245760,False,spotify:track:64ICrhXuANvFTmJutuZJ1k,Unknown,0.371,0.695,2,-7.428,1,0.0851,0.0131,0.00275,0.301,0.577,146.69,4
Castles Made of Sand,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,67J8yUyGgdq6tqethoVz7O,167000,False,spotify:track:67J8yUyGgdq6tqethoVz7O,Unknown,0.46,0.712,7,-8.254,1,0.259,0.427,0.0164,0.518,0.473,95.023,4
Angel,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,2I14CRglrAX93shSeSjYzM,262880,False,spotify:track:2I14CRglrAX93shSeSjYzM,Unknown,0.39,0.691,8,-9.278,1,0.0619,0.186,0.0161,0.173,0.348,133.958,4
Foxey Lady,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,1tsOB58QHINgc2FEJylsLP,198293,False,spotify:track:1tsOB58QHINgc2FEJylsLP,Unknown,0.494,0.838,4,-6.028,1,0.0387,0.0613,0.26,0.405,0.558,98.019,4
Red House,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,3PwKz7ML8VnNAp15OzIMWG,229960,False,spotify:track:3PwKz7ML8VnNAp15OzIMWG,Unknown,0.501,0.454,5,-8.54,0,0.0282,0.637,0.0132,0.147,0.557,97.189,3
The Wind Cries Mary,Jimi Hendrix,Are You Experienced,5H6Jp0syB5yEPk7SWYdlmk,200733,False,spotify:track:5H6Jp0syB5yEPk7SWYdlmk,Unknown,0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,4
Hear My Train a Comin',Jimi Hendrix,"People, Hell & Angels",4DmBVImaIhE3RyNvbtZTTz,341800,False,spotify:track:4DmBVImaIhE3RyNvbtZTTz,Unknown,0.371,0.634,10,-7.648,0,0.0277,0.146,0.011,0.104,0.568,84.977,4
If 6 Was 9,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,3pKT3rCnFIP2ioyUS2WO5s,335093,False,spotify:track:3pKT3rCnFIP2ioyUS2WO5s,Unknown,0.416,0.666,8,-9.026,1,0.204,0.0183,0.265,0.809,0.518,110.822,3
Star Spangled Banner - Live,Jimi Hendrix,Freedom: Atlanta Pop Festival (Live),0ufAapWf26wcdWvrB91mjd,166760,False,spotify:track:0ufAapWf26wcdWvrB91mjd,Unknown,0.129,0.859,10,-12.832,1,0.153,0.7,0.807,0.953,0.146,68.243,3
Shine on Harvest Moon,Leon Redbone,Double Time,33wrvvpayAUKPPSVkcib2D,192254,False,spotify:track:33wrvvpayAUKPPSVkcib2D,Unknown,0.634,0.0454,10,-25.172,1,0.0627,0.966,0.139,0.104,0.557,117.155,4
Django's Tiger,Django Reinhardt,The Best Of Django Reinhardt,3MC79TErHHp9FODo2ErBQ1,158013,False,spotify:track:3MC79TErHHp9FODo2ErBQ1,Unknown,0.741,0.572,9,-9.415,1,0.0456,0.957,0.707,0.107,0.96,112.832,4
Georgia On My Mind,Willie Nelson,Willie Nelson - 16 Biggest Hits,56fUBHmOLuRBhurefzaqhJ,259973,False,spotify:track:56fUBHmOLuRBhurefzaqhJ,Unknown,0.405,0.147,1,-15.871,1,0.0459,0.831,0.0271,0.14,0.111,64.968,4
Blue Skies,Willie Nelson,Willie Nelson - 16 Biggest Hits,6hwFYokKsYcft5VzwRcLP3,214266,False,spotify:track:6hwFYokKsYcft5VzwRcLP3,Unknown,0.39,0.242,2,-17.058,1,0.0404,0.529,0.762,0.0957,0.219,83.752,4
"Angel Flying Too Close to the Ground - Live at Austin, Texas - Fall 1979",Willie Nelson,Willie Nelson - 16 Biggest Hits,528h3zRQJDBuffcUwUuOcl,264133,False,spotify:track:528h3zRQJDBuffcUwUuOcl,Unknown,0.37,0.422,9,-9.694,1,0.0309,0.542,0.00477,0.903,0.298,136.638,4
Mister Sandman,Chet Atkins,The Essential Chet Atkins,0NzSlcBUNgYkhbaL20cljR,137000,False,spotify:track:0NzSlcBUNgYkhbaL20cljR,Unknown,0.646,0.368,2,-12.803,1,0.0497,0.931,0.629,0.0943,0.468,111.719,4
There'll Be Some Changes Made,Chet Atkins,Neck And Neck,6IEjcFyfMHwQbe26jLojUj,387600,False,spotify:track:6IEjcFyfMHwQbe26jLojUj,Unknown,0.753,0.34,11,-17.994,0,0.046,0.448,0.0338,0.153,0.62,94.954,4
Twistin' the Night Away,Sam Cooke,The Man Who Invented Soul,6ys9oyFvw7FXbs5UMZ7I7s,159893,False,spotify:track:6ys9oyFvw7FXbs5UMZ7I7s,Unknown,0.581,0.696,9,-8.75,1,0.108,0.673,0,0.322,0.932,160.891,4
(What A) Wonderful World,Sam Cooke,The Man Who Invented Soul,2g2GkH3vZHk4lWzBjgQ6nY,125440,False,spotify:track:2g2GkH3vZHk4lWzBjgQ6nY,Unknown,0.691,0.507,11,-10.23,1,0.0343,0.627,0,0.457,0.885,128.518,4
Bring It On Home to Me,Sam Cooke,The Man Who Invented Soul,0WVTQp3SOCuMr08jh1jweV,162533,False,spotify:track:0WVTQp3SOCuMr08jh1jweV,Unknown,0.523,0.402,0,-8.233,1,0.0305,0.778,0,0.432,0.675,70.863,4
Summertime,Billie Holiday,The Complete Billie Holiday,58Jv4N8H2FGsWtOTHHtVfE,180586,False,spotify:track:58Jv4N8H2FGsWtOTHHtVfE,Unknown,0.635,0.14,10,-15.856,0,0.0422,0.995,0.23,0.0976,0.567,97.692,4
Monk's Dream - Take 8,Thelonious Monk,Monk's Dream,0488kXJ1YnLMrrM1ssJnev,385466,False,spotify:track:0488kXJ1YnLMrrM1ssJnev,Unknown,0.698,0.278,5,-15.425,1,0.0508,0.572,0.0233,0.105,0.77,81.079,4
Crying,Roy Orbison,Crying,2M3OVvigcmanSnRq1sdlVE,166466,False,spotify:track:2M3OVvigcmanSnRq1sdlVE,Unknown,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,4
Only the Lonely (Know the Way I Feel),Roy Orbison,The Essential Roy Orbison,7HZv4KAYOv867dAiZwrFoR,146200,False,spotify:track:7HZv4KAYOv867dAiZwrFoR,Unknown,0.584,0.519,5,-10.767,1,0.0283,0.41,0.00475,0.21,0.933,123.253,4
Suspicious Minds,Elvis Presley,Elvis 75 - Good Rockin' Tonight,6fgjU6IfBOXHI3OKtndEeE,260973,False,spotify:track:6fgjU6IfBOXHI3OKtndEeE,Unknown,0.474,0.387,7,-11.203,1,0.0299,0.0369,8.59e-06,0.358,0.694,116.368,4
Can't Help Falling in Love,Elvis Presley,Elvis 75 - Good Rockin' Tonight,5l5oJ7rf3ZODYsrAS1hah4,182466,False,spotify:track:5l5oJ7rf3ZODYsrAS1hah4,Unknown,0.395,0.307,2,-13.508,1,0.0277,0.938,9.87e-05,0.103,0.341,100.011,3
Unchained Melody,The Righteous Brothers,The Very Best Of The Righteous Brothers - Unchained Melody,1jFhnVoJkcB4lf9tT0rSZS,216266,False,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,Unknown,0.361,0.219,0,-16.553,1,0.0285,0.563,0,0.558,0.26,98.532,3
You've Lost That Lovin' Feelin',The Righteous Brothers,The Very Best Of The Righteous Brothers - Unchained Melody,5GMw6X6BbCDGO9gApQYRSa,225426,False,spotify:track:5GMw6X6BbCDGO9gApQYRSa,Unknown,0.366,0.317,1,-13.976,1,0.027,0.541,0,0.0865,0.398,94.108,4
The Beat Goes On,Sonny & Cher,Sonny & Cher's Greatest Hits,2tuWxZctCHB4ETgPE8rb34,205720,False,spotify:track:2tuWxZctCHB4ETgPE8rb34,Unknown,0.662,0.527,10,-9.088,1,0.0418,0.155,0,0.274,0.403,126.055,4
California Dreamin',The Mamas & The Papas,All The Leaves Are Brown The Golden Era Collection,4An0hbjs1THl9cQprYrN6G,160373,False,spotify:track:4An0hbjs1THl9cQprYrN6G,Unknown,0.547,0.722,1,-6.593,0,0.0389,0.382,0,0.049,0.654,112.424,4
Dream A Little Dream Of Me - Single Version,Ella Fitzgerald,Best Of/20th/Eco,78aWV07CIrSfI903fIxjR1,185240,False,spotify:track:78aWV07CIrSfI903fIxjR1,Unknown,0.512,0.207,0,-11.366,1,0.0798,0.895,0,0.128,0.335,86.047,4
Make Someone Happy,Jimmy Durante,As Time Goes By: The Best Of Jimmy Durante,1tiiE56SgAXuPqBk20hQw4,111986,False,spotify:track:1tiiE56SgAXuPqBk20hQw4,Unknown,0.348,0.2,5,-13.727,0,0.0474,0.636,0,0.124,0.421,169.821,3
Fly Me To The Moon - 2008 Remastered,Frank Sinatra,Nothing But The Best (Remastered),7FXj7Qg3YorUxdrzvrcY25,147520,False,spotify:track:7FXj7Qg3YorUxdrzvrcY25,Unknown,0.591,0.298,4,-12.269,0,0.06,0.549,2.22e-06,0.0797,0.372,119.954,4
"Theme from New York, New York",Frank Sinatra,Sinatra: Best Of The Best,5jsaGfomzaaDtX32X4sNyk,204453,False,spotify:track:5jsaGfomzaaDtX32X4sNyk,Unknown,0.437,0.598,2,-5.415,1,0.0298,0.61,0,0.248,0.551,108.408,4
It Had to Be You (Big Band and Vocals),"Harry Connick, Jr.",When Harry Met Sally... Music From The Motion Picture,58Znl2X9CgsghGUZrkEUr4,158226,False,spotify:track:58Znl2X9CgsghGUZrkEUr4,Unknown,0.543,0.284,5,-13.205,1,0.051,0.683,0,0.101,0.409,125.558,4
Ain't That A Kick In The Head - 1997 Remaster,Dean Martin,At The Movies,4qQ8sToR3GNossXlwSlyKz,147293,False,spotify:track:4qQ8sToR3GNossXlwSlyKz,Unknown,0.68,0.258,9,-11.995,1,0.0554,0.627,0,0.293,0.781,132.056,4
That's Amore - 1996 Digital Remaster,Dean Martin,The Capitol Years,7ha6LU5Dle7FGBh0I9LZIa,188466,False,spotify:track:7ha6LU5Dle7FGBh0I9LZIa,Unknown,0.505,0.155,10,-12.959,1,0.0336,0.663,0,0.101,0.463,79.221,4
Car Song,Woody Guthrie,"The Asch Recordings, Vol. 1-4",3ZvYhbTmbpyyYAXtJKYu4I,112173,False,spotify:track:3ZvYhbTmbpyyYAXtJKYu4I,Unknown,0.713,0.201,4,-16.61,1,0.275,0.923,0.00293,0.12,0.719,122.727,4
Worried Man Blues,Woody Guthrie,The Roots Of Mumford & Sons,6Q0gaJOuq1xdF0reHbKPMl,184491,False,spotify:track:6Q0gaJOuq1xdF0reHbKPMl,Unknown,0.604,0.383,5,-8.813,1,0.0454,0.899,0.0648,0.157,0.251,114.433,4
Where Did You Sleep Last Night,Lead Belly,Tradition Masters Series: Lead Belly,5vG3tamFBlafnmorXMEsot,181533,False,spotify:track:5vG3tamFBlafnmorXMEsot,Unknown,0.576,0.234,4,-9.38,1,0.0341,0.994,0.169,0.106,0.474,111.778,3
Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,3AhXZa8sUQht0UEdBJgpGc,369600,False,spotify:track:3AhXZa8sUQht0UEdBJgpGc,Unknown,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4
The Night They Drove Old Dixie Down,Joan Baez,The Best Of Joan Baez,3Vms3ZKJF7CXWppSejBPxL,205000,False,spotify:track:3Vms3ZKJF7CXWppSejBPxL,Unknown,0.575,0.355,1,-12.668,1,0.0332,0.595,0,0.104,0.453,129.317,4
Friend of the Devil - 2001 Remaster,Grateful Dead,The Very Best of the Grateful Dead,1kMmDBfMsOrtIkKKzRIBA3,201960,False,spotify:track:1kMmDBfMsOrtIkKKzRIBA3,Unknown,0.647,0.745,7,-9.54,1,0.0336,0.234,5.34e-05,0.445,0.89,103.331,4
I'm On Fire,Bruce Springsteen,Born In The U.S.A.,3PzsbWSQdLCKDLxn7YZfkM,155880,False,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,Unknown,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4
I Hope That I Don't Fall In Love With You,Tom Waits,Closing Time,0oYo06FRCBtrE3kWrDcsDF,234533,False,spotify:track:0oYo06FRCBtrE3kWrDcsDF,Unknown,0.558,0.177,0,-16.368,1,0.028,0.919,0.000211,0.113,0.455,85.887,4
If I Needed You,Townes Van Zandt,"High, Low And In Between",6p1vVlMR5A78yYFFq8eXy6,224200,False,spotify:track:6p1vVlMR5A78yYFFq8eXy6,Unknown,0.622,0.315,11,-16.641,1,0.0329,0.558,0.0303,0.0849,0.676,75.703,4
Don't Eat The Yellow Snow,Frank Zappa,Apostrophe('),1QY4TdhuNIOX2SHLdElzd5,125320,False,spotify:track:1QY4TdhuNIOX2SHLdElzd5,Unknown,0.747,0.672,7,-10.867,1,0.112,0.187,0.0459,0.122,0.742,137.392,1
Joe's Garage,Frank Zappa,"Joe's Garage Acts I, II & III",2HudfMAHpahXeWpgeZkk3r,369026,False,spotify:track:2HudfMAHpahXeWpgeZkk3r,Unknown,0.604,0.8,9,-9.311,1,0.0901,0.0815,0,0.804,0.817,88.529,4
Heart of Gold,Neil Young,Decade,6XDdmCAuodZfXtEgJcxpS2,187280,False,spotify:track:6XDdmCAuodZfXtEgJcxpS2,Unknown,0.538,0.48,7,-9.863,1,0.0268,0.204,0.0462,0.0955,0.834,171.773,4
Old Man,Neil Young,Decade,4M13hC6sdFmvKCJ2MhKEbi,202693,False,spotify:track:4M13hC6sdFmvKCJ2MhKEbi,Unknown,0.707,0.299,4,-12.468,0,0.0342,0.443,0.00759,0.0976,0.48,141.269,4
Southern Cross,"Crosby, Stills & Nash",Greatest Hits,4k1YrSM0KCb5LepafCrW5K,280960,False,spotify:track:4k1YrSM0KCb5LepafCrW5K,Unknown,0.669,0.437,2,-10.491,1,0.032,0.445,1.66e-06,0.171,0.614,81.631,4
Teach Your Children,"Crosby, Stills, Nash & Young",Greatest Hits,6qiD0xw0PhJTI5u4NyiN8D,173600,False,spotify:track:6qiD0xw0PhJTI5u4NyiN8D,Unknown,0.493,0.353,2,-12.981,1,0.0295,0.259,0,0.356,0.628,155.042,4
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",Greatest Hits,2Jf0PGy9NzR1PTXvRFfaoE,444053,False,spotify:track:2Jf0PGy9NzR1PTXvRFfaoE,Unknown,0.454,0.399,9,-11.558,1,0.0429,0.49,0,0.182,0.322,154.244,4
Our House,"Crosby, Stills, Nash & Young",Greatest Hits,5JC4BHDEyREcHfPyOwEbEM,182773,False,spotify:track:5JC4BHDEyREcHfPyOwEbEM,Unknown,0.647,0.282,9,-11.284,1,0.0435,0.833,9.14e-06,0.104,0.409,140.941,4
Marrakesh Express,"Crosby, Stills & Nash",Greatest Hits,6lPbvFOOpN4pltOqJp7ddN,159106,False,spotify:track:6lPbvFOOpN4pltOqJp7ddN,Unknown,0.567,0.617,7,-13.703,1,0.17,0.247,0.000192,0.166,0.822,107.489,4
Long Time Gone,"Crosby, Stills & Nash",Greatest Hits,7JGqu2nzx4AE6ebUXcsrsL,257426,False,spotify:track:7JGqu2nzx4AE6ebUXcsrsL,Unknown,0.592,0.32,2,-13.934,1,0.0367,0.572,0.00299,0.108,0.376,106.29,4
